DATE_TIME,REGION,COUNTIES,NAME,TYPE,SCENE,MINOR_CAS,CRITICAL_CAS,RESCUED,MISSING,DEAD,DAMAGE,SITUATION,RESPONSE_KRCS,HH AFFECTED
19-04-15,North Eastern,None,FLOOD INCIDENT AT BULA MEDINA GARISSA COUNTY,Floods,BULA MEDINA GARISSA COUNTY,0,0,0,0,2,0,"At 1700HrS Jillo KRCS Garissa branch reported that two bodies were retrieved from flooded seasonal stream at Bula Medina, Garissa County. The 2 boys drowned this morning while playing on the watercourse following heavy rains in the area.( Brief 2 fatalities)",KRCS Garissa branch ,0
18-11-15,Coast,None,"DROWNING INCIDENT AT KALOLENI, VOI SUB-COUNTY, TAI",Floods,kaloleni,0,0,0,0,1,0,"A drowning incident was reported in Kaloleni village in Voi Sub-county where a 7-year old boy slipped and fell into a fishpond yesterday evening (18th Nov). The body was retrieved early morning today and taken to the Moi Hospital Mortuary by rescue teams from the community, the police and KRCS. In another incident, Transport was disrupted in Taru along Nairobi –Mombasa highway due to heavy rainfall that rendered the roads impassable in some roads. Officers from the traffic department were deployed helping to ease traffic along the highway. (Brief: 1 fatality)",Search and recovery efforts,0
05-10-16,South Rift,Nakuru,FLOODS IN NAKURU,Floods,Rhonda and Ponda Mali in Nakuru ,0,0,0,0,0,115HH Affected,"KRCS Nakuru Gichimu reported flood in Rhonda and Ponda Mali in Nakuru at 0717Hrs after heavy downpour experienced in the area overnight, KRCS RCAT team responded to the scene and reported 19HH affected in Rhonda and 96HH affected in Ponda Mali due to poor drainage system. The families have gone back to the homes after the water subsided. (Brief: 115HH)",Nakuru RCAT,0
20-05-18,West Kenya,Kakamega,FLASH FLOODS IN KAKAMEGA COUNTY,Floods,FLASH FLOODS IN KAKAMEGA COUNTY,0,0,0,0,1,20 HHs affected. ,"Eupreshia (KRCS Kakamega) reported of flash floods at Namalale area in Matungu ward, Kakamega County at 1523hrs. The rains affected at least 20Hhs, the KRCS team conducted an assesment. A 53 year old man drowned in River Retego while attempting to cross, search and retrieval was conducted and his body was retrieved. ",,0
08-04-13,Lower Eastern,None,FLOOD ALERT AT KISERIAN ,Floods, KISERIAN ,0,0,0,0,0,-,At 0143Hrs Stephen Mwangi (0723990967) reported three homesteads that were covered by waters at Kiserian after a dam burst its banks after heavy down pour of rains. EOC advised the community to move to high grounds and reported the incident to the Red Cross Regional office.,-,0
26-03-14,West Kenya,None,DROWNING INCIDENT REPORTED IN HOMABAY ,Floods,HOMABAY,0,0,0,0,3,"-•	60 HH affected","At 1030hrs, EOC received reports of a drowning incident in Homabay. A boat ferrying three fishermen capsized at a confluence between two rivers (River Migori and River Kuja) in Migori. KRCS Homabay branch deployed response teams to lead search and rescue efforts. Two bodies were recovered with one still missing. Rescue efforts were suspended due to rising water levels caused by heavy downpour upstream and will resume tomorrow morning to recover the 1 body still missing.",KRCS Homabay Branch,0
24-03-14,West Kenya,None,HEAVY RAINFALL REPORTED IN WEST KENYA REGION ,Floods,HOMABAY AND KISUMU,0,0,0,0,0,5HH,"On the night of 24th March 2014, heavy rains were reported in West Kenya region mainly Kisumu and Homabay. The heavy rains accompanied by strong winds continued for about 3hours causing damage to about 5 houses in Kondele and Nyalenda in Kisumu. The winds blew off lose roofs from the five houses thereby causing the families to seek alternative shelter during the night. A quick assessment by the KRCS established that there was no major damage caused by the rains and that repair to the damaged houses was ongoing. More rains are expected in the area in the coming days with a likelihood of flooding should the rains persist over the next 1 week.",KRCS WEST KENYA REGION,0
13-10-12,North Eastern,None,FLOOD INCIDENT IN DADAAB ,Floods,DADAAB,0,0,0,0,0,940HH,"Daadab refugee camp was hit by heavy rains and the entire Region of Dadaab Refugees Camp damaging tents and flooding roads. At least 940HH with 5,640 families were affected, The KRCS Camp management carried out a rapid assessment to identify the extent of the damages.  KRCS in partnership with the UNHCR have already distributed 470. Some of the blocks that have been affected in the IFO2 Refugee camp include Block K, F, D, Q, N and M.",KRSC DADAAB,0
14-10-12,Upper Eastern,None,FLOOD INCIDENT IN IGEMBE SOUTH ,Floods,IGEMBE SOUTH ,0,0,0,0,2,1HH,"Due to floods 2 people died a Mother and a Child passed away in Thuru Sub -Location, Muringene Location, Kangeta Division, and Igembe South District 1 HH Affected with a total number 6.",-,0
14-10-12,Upper Eastern,None,FLOOD INCIDENT IN IGEMBE NORTH ,Floods,IGEMBE NORTH ,0,0,0,0,2,14HH,"Flood incident reported 2 fatalities in Komo Sub Location, Michungulu Location, Akirangondu Division, Igembe North District due to floods. Both are Male Nkomo Village, Laare Division. 14 HH Affected with a total population of 84 families",-,0
14-10-12,Upper Eastern,None,FLOOD INCIDENT IN TIGANIA WEST ,Floods,TIGANIA WEST ,0,0,0,0,0,21HH,"There are a total of 21 HH affected directly, Limbine Primary School has also been fully flooded and has been closed down with 7 latrines from the Primary School are also overflowing because they have also been carried away and Akithi Girls Secondary School that the field is flooded and 28 Latrines which are near the dormitories also carried away and all the waste is running with the flood water to the village.that have been affected around 46 Adults, and 70 Children.Meru Krcs branch have distribute 15 Kitchen sets, 15 collapsible jerricans, 15 Mosquito nets and 100 assorted clothes.",-,0
13-10-12,Upper Eastern,None,FLOOD INCIDENT AT LAGA ALI WARIO ,Floods,LAGA ALI WARIO ,0,0,0,0,3,14HH,Isiolo county Flash floods at LAGA Ali wario 15km from Shaab kachuru rains at 0230hrs and 3 people reported dead with 14 HH affected Unknown number of animals swept.,-,0
17-01-16,Nairobi,Nairobi,FLOODS INCIDENT IN KARIOBANGI SOUTH,Floods,KARIOBANGI SOUTH,0,0,0,0,0,Several HH marooned,"Magdalene reported floods in Kariobangi South near Kariobangi South primary school at 1900Hrs, poor drainage and clogged drainage channels due to poor waste deposit in the area is. Several plots around the area were marooned with dirty water for several hours before the water had subsided.
Several roads were also rendered impassable due to raging flood water cutting across the roads mainly along Kangundo/ Eastern bypass intersection, in Utawala, Umoja and also along Thika road around Roysambu.
",-,0
29-05-16,Upper Eastern,Marsabit,FLOODS IN NORTH HORR  ,Floods,NORTH HORR  ,0,0,0,2,0,approximately 200 shoats swept away,"KRCS Marsabit RM reported that heavy downpour in North Horr and Southern Ethiopia has caused flash flood in the area and roads cut off while in Laisamis Sub County an estimated 200 shoats were swept by flood and 2 boys (10 & 14 years old) reported missing. KRCS Response team have not been able to maneuver and access the affected areas. (Brief: 2 boys missing, approximately 200 shoats swept away)",Marsabit,0
05-05-18,Central,Kirinyaga,FLASH FLOODS AT KERUGOYA TOWN IN KIRINYAGA COUNTY ,Floods,FLASH FLOODS AT KERUGOYA TOWN IN KIRINYAGA COUNTY ,0,0,0,0,0,90 HHs affected. ,"Gitonga (KRCS Central) reported a flooding incident was reported at Kerugoya Town in Kirinyaga County following heavy rains reported in the country. In addition, motorists got stranded for around 4 hours owing to overflow of Rukanga Bridge near Makutano along Nyeri-Kerinyanga Road. Assessment done by Central KRCS ascertained 16 HHs affected by the raging waters. ",,0
16-04-18,North Eastern,Mandera,FLASH FLOODS AT HADABURUDI AREA IN MANDERA CO,Floods,HADABURUDI AREA IN MANDERA CO,0,0,0,0,0,4 HHs affected. ,"Flash floods were reported at 1425hrs at Hadaburudi area in Mandera that swept away 4 latrines and 4HH, RCAT Mandera to conduct assessment and share report. ",,0
07-04-15,Upper Eastern,None, FLOODS INCIDENT AT TURBI IN MARSABIT COUNTY,Floods,TURBI IN MARSABIT COUNTY,0,0,0,0,0,65HH,"At 1800hrs, Bonaya (KRCS county manager) reported floods at Diidgalgu in Turbi Marsabit County, following heavy downpour in the afternoon. Approximately 177HH were affected, Assessment to be conducted tomorrow by KRCS Marsabit team. (Brief 65HH)",KRCS Assessment,0
04-11-12,Lower Eastern,None,FLOODS REPORTED IN LUNGALUNGA SLUMS ,Floods,LUNGALUNGA SLUMS ,0,0,0,0,0,70HH,Dan Mutinda of Nairobi branch called E.O.C at around 1050Hrs reporting of floods being experienced in Lungalunga slums that were caused by the heavy rains that was received the previous day and caused river Ngong to burst its banks. Teams from Nairobi branch was sent to the ground to do an assessment and reported that 70HH were affected.,KRCS NAIROBI BRANCH,0
02-05-13,West Kenya,None,FLOOD INCIDENT AT MIGORI ,Floods,MIGORI ,0,0,0,0,0,-,"At 1800Hrs EOC received an alert on a river Kuja in Migori county, Uriri district, Oria village that broke its banks and it’s heavily infested with crocodiles. Unknown number of households is reported marooned and cut off. KRCS Migori branch on  assessment and evacuation mission.

",KRCS Migori branch ,0
02-05-17,Nairobi,Nairobi,DROWNING INCIDENT AT BALOZI NAIROBI,Floods,Nairobi at Balozi South B ,0,0,0,0,1,0,"E.O.C via media received report of drowning incident in Nairobi at Balozi South B after heavy downpour in Nairobi, a 3 year old boy drowned in a pool of water and died. The scene was cleared by NPS officers. (Brief: 1 fatality)",-,0
22-11-15,South Rift,None,FLOODS INCIDENT IN NAROK COUNTY,Floods,Narok,0,0,0,0,0,7 cows struck by lightning,"At 0830hrs, Brenda (KRCS Narok) reported a floods incident in Narok County. Heavy rains pounded most parts of Narok County like; Mau, Narok South and Narok North. Lightning struck Ilekaiki sub location, Entontol location and killed 7 cows. The water levels have increased in the course of the day and floods have been reported in Narok Town. (Brief; 7 cattle)",KRCS Narok,0
01-11-12,West Kenya,None,FLOOD IN HOMABAY ,Floods,HOMABAY,0,0,0,0,0,-,"River Rangwena was reported to have burst its bank and water was over flowing after heavy rainfall that pounded Homabay, no casualties was reported.",-,0
01-04-13,Lower Eastern,None,FLASH FLOODS ,Floods,RONGAI,0,0,6,0,0,-,a flooding incident was reported to EOC near Rongai. The floods trapped a vehicle (Toyota Prado) with six people on board who were rescued by good Samaritans. ,-,0
07-11-17,Upper Eastern,Marsabit,DROWNING INCIDENT AT LAISAMIS SUB COUNTY,Floods,AT LAISAMIS SUB COUNTY,0,0,0,0,2,0,"At around 1850hrs, Talaso Regional Manager reported a drowning incident at Laisamis Sub County. 2 school children (a boy and a girl aged 10 and 12 years) from Kamboe primary school. Bodies were retrieved and were taken Logologo health center",,0
10-11-12,West Kenya,None,FLOOD REPORT IN KIBIGORI ,Floods,KIBIGORI ,0,0,0,0,0,3HH,"Timothy Omondi (0721753950) called E.O.C and informed that heavy rainfall had hit the area and that it had caused destruction and Flood at Kibigori Junction in Miwani, E.O.C informed A.S.G who sent ateam to the area and did assessment and reported that 3 shops and 3 HH were affected by the heavy rainfall. ",-,0
09-11-12,Coast,None,FLOOD IN TONONOKA ,Floods,TONONOKA,0,0,0,0,0,-,Police officers from Tononoka in Mombasa were reported to have spent their night in cold rainy weather after their houses were submerged in rain water after a heavy downpour during the night,-,0
13-03-18,South Rift,Narok,FLASH FLOODS AT KUMI KUMI RIVER NEAR MAJENGO IN NA,Floods,"Majengo, Narok",0,0,0,0,1,0,"At around 2111hrs, Omondi (KRCS Narok) reported of flash floods at Kumi Kumi River near Majengo in Narok County. One person drowned while attempting to cross the river after it had swollen. The body was taken to Narok mortuary by KWS rangers",,0
14-11-15,Upper Eastern,None,FLOODS INCIDENT IN THARAKA NITHI COUNTY,Floods,Muthambi area of Tharaka Nithi County,0,0,0,0,0,10HH,At 0910hrs Gitonga (County Manager) reported floods at Muthambi area of Tharaka Nithi County. Heavy downpour in the area caused landslide which affected approximately 10HH. Emergency committees are in discussion to move the affected families to Giancambo Primary School. ,Tharaka Nithi,0
06-06-15,Nairobi,None,FLASH FLOOD INCIDENT IN ROYSAMBU ALONG THIKA S,Floods,ROYSAMBU ,0,0,0,0,0,-,"E.O.C captured a flash flood incident via social media along Thika Super highway in Roysambu after R. Kiu burst its banks after heavy downpour experienced in Nairobi and its surroundings, heavy jam was reported along the highway since part of the road was flooded. No casualties were reported from the incident but motorists stranded for a long time before the water receded. ",-,0
08-09-18,North Rift,Baringo,FLASH FLOODS AT BARINGO COUNTY,Floods, BARINGO COUNTY,0,0,0,0,1,0,EOC received reports of flash floods reports at 0830hrs.The roads were destroyed following a heavy down pour that caused river perkera to divert its route and into the settlements. An elderly man was found dead as a result of drowning. Approximately 430 families have been displaced. ,,Approximately 430 families displaced. 
29-04-16,Central,Murang’a,LANDSLIDE IN GAKIRIA MARAGUA,Floods,GAKIRIA MARAGUA,0,0,0,1,0,5HH,"KRCS Maragua, Muranga County Government, Kenya Police and the locals have been searching for an Old lady believed to have been buried after a landslide affected Gakiria Village in Maragua. Heavy downpour has continuously been hampering SAR effort by the response teams for the past 4 days while trying to recover an old lady. ",Muranga,0
26-12-12,Lower Eastern,None,FLOOD INCIDENT ,Floods,MATHARE 3 C ,0,0,0,0,0,405HH,"flooding in Mathare 3C after heavy downpour in the evening, several families were reported displaced.",Nairobi Branch,0
26-12-12,Lower Eastern,None,FLOOD ALERT ,Floods,IMARA DAIMA ,0,0,0,0,0,-,a flood incident at Imara Daima where approximating over 100 houses in water within the area,Nairobi Branch,0
27-12-12,Lower Eastern,None,FLOOD ALERT ,Floods,TUMAINI ESTATE ,0,0,0,0,1,6HH,a flood incident at Tumaini estate near Donholm after the bridge. At least six houses were reported to have had water rising to over two meters high from the ground level and a perimeter wall caved in then. ,-,0
27-12-12,Lower Eastern,None,Flash Floods,Floods,Lunga Lunga,0,0,0,0,2,-,2 People reported dead after heavy rainfall in Nairobi,Nairobi Branc,0
18-12-15,West Kenya,Kakamega,FLOODS INCIDENT IN KAKAMEGA COUNTY,Floods,Malaa village in Mumias sub-County Kakamega County,0,0,0,0,0,1 Household,"At 0906hrs, Odongo (KRCS Kakamega) reported of a floods incident in Kakamega County.  Average rainfall as received in most parts of the County. In Kakamega town, it rained in the afternoon into the evening. An incident was reported in Malaa village in Mumias sub-County where landslide hit a family house with 5 members. No injuries were reported however",KRCS Kakamega,0
31-12-12,West Kenya,None,FLOODS,Floods,KOKWARO VILLAGE ,0,0,0,0,0,36HH,flood incident in Kokwaro village in Kisumu East district. Houses in the village had been submerged in the flooding water forcing residents to abandon their homes and move to higher and relatively safe grounds. ,west region,0
